timestamp,symbol,open,high,low,close,volume
1709424000000000000,000001,10.5686,10.5779,10.4443,10.523,1351282
1709510400000000000,000001,10.6089,10.7302,10.4652,10.5293,1079376
1709596800000000000,000001,10.7264,10.7799,10.5014,10.64,1468396
1709683200000000000,000001,11.1014,11.1899,11.0708,11.1238,1285299
1709769600000000000,000001,11.0658,11.1892,11.004,11.1148,1180316
1709856000000000000,000001,11.4537,11.6047,11.3124,11.4598,1153912
1709942400000000000,000001,11.3573,11.4255,11.2426,11.3322,1204439
1710028800000000000,000001,11.7925,11.8569,11.7671,11.8097,1040620
1710115200000000000,000001,11.762,11.866,11.6659,11.8365,1340306
1710201600000000000,000001,11.7208,11.797,11.6542,11.7608,1401056
1710288000000000000,000001,12.0886,12.1244,11.8874,12.023,1452057
1710374400000000000,000001,12.2314,12.3024,12.1247,12.1427,1122906
1710460800000000000,000001,12.0492,12.1259,11.9204,11.9523,1252619
1710547200000000000,000001,11.8552,11.9489,11.6911,11.8226,1482774
1710633600000000000,000001,11.7774,11.9335,11.7254,11.7999,1059445
1710720000000000000,000001,11.8954,11.9838,11.697,11.825,1335890
1710806400000000000,000001,11.7538,11.89,11.718,11.79,1346860
1710892800000000000,000001,12.0155,12.0665,11.8228,11.9727,1118111
1710979200000000000,000001,11.8075,11.9549,11.6589,11.7926,1192570
1711065600000000000,000001,11.7642,11.9073,11.761,11.8038,1359813
1711152000000000000,000001,11.4884,11.5967,11.3471,11.4388,1042986
1711238400000000000,000001,11.2085,11.2469,11.0687,11.2462,1367310
1711324800000000000,000001,11.3217,11.4433,11.2967,11.3753,1041415
1711411200000000000,000001,11.2793,11.3459,11.098,11.1802,1206928
1711497600000000000,000001,10.9256,11.0141,10.8507,10.8915,1412134
1711584000000000000,000001,10.4904,10.6002,10.4484,10.5296,1317299
1711670400000000000,000001,10.5855,10.7167,10.4402,10.5588,1009612
1711756800000000000,000001,10.3431,10.4072,10.1138,10.2607,1164309
1711843200000000000,000001,9.888,9.9566,9.7885,9.87,1063034
1711929600000000000,000001,9.756,9.8165,9.6915,9.7668,1027917
1712016000000000000,000001,9.5275,9.5452,9.4972,9.5097,1309353
1712102400000000000,000001,9.4276,9.4446,9.3209,9.3394,1458343
1712188800000000000,000001,9.4503,9.5189,9.2973,9.374,1050887
1712275200000000000,000001,9.1356,9.2196,9.1004,9.1162,1348259
1712361600000000000,000001,8.8031,8.9513,8.6108,8.7381,1133445
1712448000000000000,000001,8.5655,8.72,8.4451,8.6034,1125273
1712534400000000000,000001,8.3516,8.5322,8.2168,8.393,1355571
1712620800000000000,000001,8.5231,8.588,8.4056,8.5511,1462517
1712707200000000000,000001,8.0287,8.237,7.9589,8.0946,1326397
1712793600000000000,000001,8.296,8.3591,8.2846,8.3508,1322173
1712880000000000000,000001,8.3141,8.3312,8.1609,8.2238,1226063
1712966400000000000,000001,8.2575,8.3925,8.185,8.1945,1274679
1713052800000000000,000001,8.1354,8.2115,7.9694,8.1191,1226396
1713139200000000000,000001,8.1377,8.1926,7.9988,8.115,1062726
1713225600000000000,000001,7.7679,7.9317,7.7557,7.8355,1437950
1713312000000000000,000001,7.8812,7.926,7.7941,7.8801,1491481
1713398400000000000,000001,8.2891,8.3436,8.1995,8.2819,1100062
1713484800000000000,000001,8.2629,8.4232,8.1597,8.2858,1112183
1713571200000000000,000001,8.3784,8.4709,8.2636,8.3223,1260893
1713657600000000000,000001,8.1971,8.2806,8.1184,8.2308,1012969
1713744000000000000,000001,8.5234,8.6622,8.3728,8.4582,1341848
1713830400000000000,000001,8.7427,8.8929,8.7048,8.8169,1025876
1713916800000000000,000001,8.6716,8.7886,8.5297,8.6843,1182935
1714003200000000000,000001,8.9446,9.0684,8.8688,8.9427,1490053
1714089600000000000,000001,9.3318,9.4144,9.2801,9.3748,1359967
1714176000000000000,000001,9.4333,9.5635,9.3973,9.4087,1065661
1714262400000000000,000001,9.7527,9.9181,9.6961,9.7741,1188511
1714348800000000000,000001,9.7135,9.8844,9.6346,9.7632,1158433
1714435200000000000,000001,9.9605,9.9837,9.9032,9.9654,1320717
1714521600000000000,000001,10.072,10.2618,10.049,10.1532,1478665
1714608000000000000,000001,10.2096,10.3873,10.1942,10.2451,1137056
1714694400000000000,000001,10.6129,10.677,10.5865,10.6486,1308266
1714780800000000000,000001,11.0452,11.0535,10.8341,10.9706,1173074
1714867200000000000,000001,11.0475,11.0966,11.0088,11.025,1372714
1714953600000000000,000001,11.3927,11.4955,11.2043,11.3365,1039059
1715040000000000000,000001,11.31,11.4334,11.2296,11.3852,1498943
1715126400000000000,000001,11.5308,11.5774,11.4849,11.5164,1125442
1715212800000000000,000001,11.6114,11.7103,11.5575,11.6036,1172814
1715299200000000000,000001,11.9596,11.9681,11.8376,11.9284,1276468
1715385600000000000,000001,11.9546,12.0185,11.8203,11.958,1378370
1715472000000000000,000001,11.9149,12.0833,11.9141,12.0041,1496420
1715558400000000000,000001,11.794,11.815,11.7647,11.8089,1393066
1715644800000000000,000001,11.8764,11.9542,11.8267,11.9001,1064295
1715731200000000000,000001,12.0028,12.0351,11.9361,11.9492,1216106
1715817600000000000,000001,11.9528,12.1752,11.8601,12.0459,1111468
1715904000000000000,000001,11.7895,11.8861,11.6866,11.8342,1208375
1715990400000000000,000001,11.963,12.0856,11.9628,12.0256,1200314
1716076800000000000,000001,11.8551,11.8741,11.8309,11.8513,1009750
1716163200000000000,000001,11.6667,11.7598,11.5603,11.5781,1167351
1716249600000000000,000001,11.6767,11.7601,11.5165,11.6606,1060354
1716336000000000000,000001,11.575,11.7809,11.4515,11.6405,1399710
1716422400000000000,000001,11.326,11.5099,11.2823,11.3794,1273941
1716508800000000000,000001,10.9982,11.0913,10.971,11.0906,1236227
1716595200000000000,000001,11.0409,11.2681,10.9641,11.1384,1281770
1716681600000000000,000001,10.7135,10.8463,10.5967,10.7159,1261581
1716768000000000000,000001,10.4611,10.4742,10.4545,10.469,1371350
1716854400000000000,000001,10.3492,10.3577,10.1757,10.3063,1331259
1716940800000000000,000001,10.1673,10.2317,10.05,10.2236,1473927
1717027200000000000,000001,9.958,10.1253,9.9216,9.9793,1164130
1717113600000000000,000001,9.724,9.8375,9.6145,9.648,1495046
1717200000000000000,000001,9.5553,9.7113,9.5443,9.6516,1205628
1717286400000000000,000001,9.5753,9.6302,9.5226,9.558,1121347
1717372800000000000,000001,9.3177,9.4,9.2937,9.3196,1135461
1717459200000000000,000001,9.0708,9.1582,8.9577,9.0732,1161593
1717545600000000000,000001,8.7391,8.8678,8.5383,8.6569,1306815
1717632000000000000,000001,8.5658,8.6702,8.5342,8.5846,1178140
1717718400000000000,000001,8.5979,8.7105,8.4042,8.5188,1496826
1717804800000000000,000001,8.5389,8.6701,8.4932,8.5213,1324274
1717891200000000000,000001,8.3902,8.5176,8.3862,8.43,1058037
1717977600000000000,000001,8.1551,8.2598,8.096,8.1883,1110419
1718064000000000000,000001,8.181,8.2101,8.1069,8.1517,1325210
1718150400000000000,000001,8.0688,8.0758,7.9409,8.0286,1465804
1718236800000000000,000001,7.9208,8.052,7.8507,7.9428,1388701
1718323200000000000,000001,7.867,7.954,7.8161,7.8555,1129153
1718409600000000000,000001,7.8182,7.9321,7.7106,7.8952,1032127
1718496000000000000,000001,7.7853,7.9513,7.6579,7.8677,1279904
1718582400000000000,000001,8.0436,8.1189,7.9412,8.0729,1185762
1718668800000000000,000001,8.3576,8.3691,8.292,8.3425,1097816
1718755200000000000,000001,8.131,8.2481,7.9646,8.0886,1105506
1718841600000000000,000001,8.2577,8.3817,8.2408,8.3552,1301132
1718928000000000000,000001,8.4199,8.4673,8.3305,8.3422,1087849
1719014400000000000,000001,8.7415,8.8864,8.5556,8.6436,1349226
1719100800000000000,000001,9.0166,9.1652,8.8577,8.9833,1311529
1719187200000000000,000001,8.9607,9.0758,8.9233,8.977,1092312
1719273600000000000,000001,9.1218,9.2292,9.0443,9.0885,1294042
1719360000000000000,000001,9.3918,9.5138,9.2663,9.4462,1395929
1719446400000000000,000001,9.453,9.6217,9.3332,9.5217,1403313
1719532800000000000,000001,9.6542,9.8572,9.6351,9.7204,1348972
1719619200000000000,000001,9.9524,10.0627,9.9086,10.0097,1309172
1719705600000000000,000001,10.2796,10.3334,10.1843,10.261,1268518
1719792000000000000,000001,10.4946,10.6145,10.3478,10.4803,1133300
1719878400000000000,000001,10.4995,10.5157,10.3947,10.4981,1030140
1719964800000000000,000001,10.5655,10.6804,10.4415,10.6142,1297523
1720051200000000000,000001,10.8199,10.9418,10.7254,10.8106,1466257
1720137600000000000,000001,10.951,11.1348,10.8025,11.0111,1116234
1720224000000000000,000001,11.2269,11.3325,11.0809,11.1482,1374885
1720310400000000000,000001,11.4252,11.613,11.3434,11.5131,1466799
1720396800000000000,000001,11.4898,11.6169,11.3186,11.4621,1254382
1720483200000000000,000001,11.7374,11.8736,11.6422,11.8171,1339594
1720569600000000000,000001,11.9695,12.0966,11.8194,11.8938,1413975
1720656000000000000,000001,12.1444,12.2249,12.0235,12.0855,1154250
1720742400000000000,000001,12.182,12.2141,12.0164,12.0851,1292458
1720828800000000000,000001,11.986,12.1229,11.8975,11.9918,1368373
1720915200000000000,000001,11.8782,11.9653,11.7841,11.9466,1336024
1721001600000000000,000001,11.8426,11.8607,11.7384,11.8522,1036810
1721088000000000000,000001,12.1596,12.1707,12.0854,12.1201,1328164
1721174400000000000,000001,11.9102,12.0794,11.8707,11.9598,1041058
1721260800000000000,000001,11.7322,11.7559,11.6341,11.7351,1317514
1721347200000000000,000001,11.8625,11.9372,11.8321,11.8905,1137147
1721433600000000000,000001,11.5764,11.7625,11.4375,11.6401,1440889
1721520000000000000,000001,11.5093,11.6995,11.4712,11.5502,1203699
1721606400000000000,000001,11.2618,11.3907,11.1681,11.2468,1176050
1721692800000000000,000001,11.2876,11.2988,11.2195,11.2261,1047470
1721779200000000000,000001,11.0315,11.136,10.8874,10.9925,1069497
1721865600000000000,000001,10.909,11.0382,10.8287,10.8408,1278942
1721952000000000000,000001,10.8004,10.8372,10.7184,10.7667,1456240
1722038400000000000,000001,10.6032,10.6067,10.4535,10.5388,1043003
1722124800000000000,000001,10.3244,10.4899,10.1771,10.4081,1308658
1722211200000000000,000001,10.0305,10.1398,9.9293,10.0101,1216896
1722297600000000000,000001,9.7872,9.7989,9.5905,9.7036,1307561
1722384000000000000,000001,9.7475,9.8443,9.6088,9.721,1006964
1722470400000000000,000001,9.4843,9.6013,9.4354,9.5669,1208100
1722556800000000000,000001,8.984,9.0863,8.8858,9.0376,1124709
1722643200000000000,000001,8.9397,9.067,8.9076,8.9927,1263593
1722729600000000000,000001,8.8973,8.9656,8.7241,8.8294,1338956
1722816000000000000,000001,8.4427,8.5279,8.4117,8.51,1059171
1722902400000000000,000001,8.6844,8.7874,8.5777,8.6922,1121732
1722988800000000000,000001,8.4199,8.4476,8.3647,8.3663,1282005
1723075200000000000,000001,8.238,8.3258,8.0828,8.1711,1268629
1723161600000000000,000001,8.2235,8.33,8.2103,8.2917,1403076
1723248000000000000,000001,8.0872,8.088,8.0049,8.0514,1217144
1723334400000000000,000001,8.0169,8.1233,7.8537,7.9837,1154641
1723420800000000000,000001,7.8646,7.9214,7.7782,7.8662,1246479
1723507200000000000,000001,8.0234,8.0906,7.8689,7.961,1245174
1723593600000000000,000001,7.9414,8.1197,7.8012,7.9929,1256911
1723680000000000000,000001,8.0685,8.2529,8.0281,8.1127,1147111
1723766400000000000,000001,8.262,8.4104,8.2098,8.2286,1333692
1723852800000000000,000001,8.2555,8.2683,8.2143,8.2653,1209704
1723939200000000000,000001,8.259,8.413,8.1093,8.2988,1236961
1724025600000000000,000001,8.3438,8.3557,8.2277,8.3534,1477250
1724112000000000000,000001,8.5106,8.6332,8.4612,8.5038,1262861
1724198400000000000,000001,8.7266,8.7888,8.6104,8.6664,1119307
1724284800000000000,000001,8.9937,9.0843,8.8702,9.0132,1029437
1724371200000000000,000001,8.8077,9.0322,8.6792,8.8925,1491806
1724457600000000000,000001,9.2636,9.3784,9.2295,9.3051,1091502
1724544000000000000,000001,9.2178,9.3143,9.1199,9.2554,1233741
1724630400000000000,000001,9.7262,9.7789,9.6087,9.69,1318917
1724716800000000000,000001,9.6855,9.6891,9.617,9.6765,1150761
1724803200000000000,000001,9.8376,9.9365,9.724,9.8829,1120194
1724889600000000000,000001,10.2375,10.2412,10.0928,10.1557,1132142
1724976000000000000,000001,10.4466,10.5839,10.3118,10.3682,1295471
1725062400000000000,000001,10.7449,10.8654,10.6846,10.7901,1178636
1725148800000000000,000001,10.8592,10.918,10.6178,10.7638,1497265
1725235200000000000,000001,11.2117,11.2431,11.1209,11.1971,1473217
1725321600000000000,000001,11.0253,11.1316,10.9865,11.108,1401419
1725408000000000000,000001,11.6111,11.6708,11.5144,11.5222,1492159
1725494400000000000,000001,11.208,11.3106,11.0803,11.293,1181857
1725580800000000000,000001,11.6768,11.8169,11.5056,11.6455,1117740
